"","state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","age.normalized","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"252","Illinois",680503,"M",TRUE,110010,"Never Married",TRUE,"Rented",FALSE,1,33,"employed",-0.991326137979955,49293,2.2317570446108,0.696661772439256,FALSE,"(25,65]",NA
"253","Illinois",750282,"M",NA,8900,"Married",TRUE,"Occupied with no rent",FALSE,1,89,"missing",1.9773805009869,49293,0.180553019698537,0.941115238470957,TRUE,"(65,Inf]",77000
"254","Illinois",343235,"M",TRUE,24000,"Never Married",TRUE,"Rented",FALSE,1,32,"employed",-1.04433875653293,49293,0.486884547501674,0.894867769442499,TRUE,"(25,65]",NA
"255","Illinois",1324576,"M",TRUE,30000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,39,"employed",-0.673250426662078,49293,0.608605684377092,0.594203508924693,FALSE,"(25,65]",36000
"256","Illinois",863424,"F",TRUE,62000,"Never Married",TRUE,"Rented",FALSE,1,42,"employed",-0.51421257100314,49293,1.25778508104599,0.774743897141889,FALSE,"(25,65]",NA
"257","Illinois",863443,"F",TRUE,9000,"Never Married",FALSE,"Rented",FALSE,2,48,"employed",-0.196136859685263,49293,0.182581705313128,0.131517002359033,TRUE,"(25,65]",130000
"258","Illinois",876972,"F",TRUE,10000,"Married",FALSE,"Rented",TRUE,3,28,"employed",-1.25638923074485,49293,0.202868561459031,0.359530813060701,TRUE,"(25,65]",27000
"259","Illinois",236067,"M",TRUE,140000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,46,"employed",-0.302162096791222,49293,2.84015986042643,0.735240730922669,FALSE,"(25,65]",24000
"260","Illinois",1236514,"F",TRUE,80000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,61,"employed",0.493027181503471,49293,1.62294849167225,0.292083852225915,FALSE,"(25,65]",80050
"261","Illinois",1333775,"M",FALSE,22250,"Married",TRUE,"Rented",FALSE,3,40,"not employed",-0.620237808109099,49293,0.451382549246343,0.622184411389753,TRUE,"(25,65]",10001
"262","Illinois",1088407,"M",TRUE,180000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,36,"employed",-0.832288282321016,49293,3.65163410626255,0.448829790577292,FALSE,"(25,65]",NA
"263","Illinois",620452,"M",FALSE,17000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,46,"not employed",-0.302162096791222,49293,0.344876554480352,0.82221990195103,TRUE,"(25,65]",90600
"264","Illinois",949925,"F",TRUE,790,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",-0.408187333897181,49293,0.0160266163552634,0.636781509267166,TRUE,"(25,65]",27200
"265","Illinois",178178,"F",TRUE,54000,"Never Married",TRUE,"Rented",FALSE,1,35,"employed",-0.885300900873996,49293,1.09549023187877,0.484506804728881,FALSE,"(25,65]",NA
"266","Illinois",223271,"M",FALSE,54000,"Married",TRUE,"Rented",TRUE,3,37,"not employed",-0.779275663768037,49293,1.09549023187877,0.396617835154757,FALSE,"(25,65]",67000
"267","Illinois",42374,"M",NA,7800,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,65,"missing",0.705077655715389,49293,0.158237477938044,0.522491398034617,TRUE,"(25,65]",NA
"268","Illinois",830758,"F",TRUE,4390,"Never Married",FALSE,"Rented",TRUE,1,24,"employed",-1.46843970495677,49293,0.0890592984805145,0.178665754618123,TRUE,"[0,25]",83000
"269","Illinois",805571,"M",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",-0.567225189556119,49293,2.02868561459031,0.285365815972909,FALSE,"(25,65]",27000
"270","Illinois",878578,"M",TRUE,24000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,38,"employed",-0.726263045215058,49293,0.486884547501674,0.135997901437804,TRUE,"(25,65]",NA
"271","Illinois",283607,"M",TRUE,20000,"Married",TRUE,"Rented",TRUE,2,41,"employed",-0.567225189556119,49293,0.405737122918061,0.0331510610412806,TRUE,"(25,65]",NA
"272","Illinois",1064979,"F",TRUE,45000,"Divorced/Separated",TRUE,"Rented",FALSE,2,43,"employed",-0.46119995245016,49293,0.912908526565638,0.756542035145685,FALSE,"(25,65]",NA
"273","Illinois",487369,"F",FALSE,22000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,48,"not employed",-0.196136859685263,49293,0.446310835209868,0.431252299807966,TRUE,"(25,65]",NA
"274","Illinois",532971,"M",TRUE,39000,"Married",TRUE,"Rented",FALSE,2,33,"employed",-0.991326137979955,49293,0.79118738969022,0.898275169543922,FALSE,"(25,65]",NA
"275","Illinois",316280,"M",TRUE,56000,"Divorced/Separated",TRUE,"Rented",FALSE,1,44,"employed",-0.408187333897181,49293,1.13606394417057,0.241641538916156,FALSE,"(25,65]",NA
"276","Illinois",1283591,"M",NA,65000,"Married",TRUE,"Homeowner free and clear",FALSE,2,84,"missing",1.712317408222,49293,1.3186456494837,0.711475880350918,FALSE,"(65,Inf]",15000
"277","Illinois",726057,"F",TRUE,53000,"Married",TRUE,"Rented",TRUE,5,52,"employed",0.0159136145266553,49293,1.07520337573286,0.23205910040997,FALSE,"(25,65]",124000
"278","Illinois",847699,"M",TRUE,26300,"Never Married",TRUE,"Homeowner with mortgage/loan",TRUE,4,26,"employed",-1.36241446785081,49293,0.533544316637251,0.157640251796693,TRUE,"(25,65]",NA
"279","Illinois",1284555,"F",TRUE,191500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",-0.567225189556119,49293,3.88493295194044,0.175640410277992,FALSE,"(25,65]",NA
"280","Illinois",1321154,"F",NA,8000,"Widowed",TRUE,NA,NA,NA,83,"missing",1.65930478966902,49293,0.162294849167225,0.520752758253366,TRUE,"(65,Inf]",NA
"281","Illinois",523990,"F",TRUE,90000,"Never Married",TRUE,"Rented",FALSE,1,31,"employed",-1.09735137508591,49293,1.82581705313128,0.647604183992371,FALSE,"(25,65]",NA
"282","Illinois",968830,"M",TRUE,4230,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,67,"employed",0.811102892821348,49293,0.08581340149717,0.433997294865549,TRUE,"(65,Inf]",NA
"283","Illinois",1002936,"F",TRUE,55000,"Never Married",TRUE,"Rented",FALSE,2,41,"employed",-0.567225189556119,49293,1.11577708802467,0.292579633183777,FALSE,"(25,65]",10800
"284","Illinois",931449,"M",NA,42400,"Married",TRUE,"Homeowner free and clear",FALSE,2,0,"missing",-2.74074255022828,49293,0.86016270058629,0.296841676114127,FALSE,"[0,25]",NA
"285","Illinois",396116,"F",NA,0,"Married",TRUE,"Rented",FALSE,2,25,"missing",-1.41542708640379,49293,0,0.690105194225907,TRUE,"[0,25]",36400
"286","Illinois",291608,"F",NA,24700,"Widowed",TRUE,"Homeowner free and clear",FALSE,1,79,"missing",1.4472543154571,49293,0.501085346803806,0.520915419794619,TRUE,"(65,Inf]",60000
"287","Illinois",1250816,"F",TRUE,50000,"Never Married",TRUE,"Rented",FALSE,1,28,"employed",-1.25638923074485,49293,1.01434280729515,0.822967364219949,FALSE,"(25,65]",31200
"288","Illinois",196828,"M",TRUE,24800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,65,"employed",0.705077655715389,49293,0.503114032418396,0.816324823303148,TRUE,"(25,65]",50000
"289","Illinois",986039,"M",TRUE,42000,"Never Married",FALSE,"Rented",FALSE,1,36,"employed",-0.832288282321016,49293,0.852047958127929,0.327466034097597,FALSE,"(25,65]",55000
"290","Illinois",1366883,"F",TRUE,28000,"Married",TRUE,"Rented",FALSE,1,32,"employed",-1.04433875653293,49293,0.568031972085286,0.118552459403872,TRUE,"(25,65]",34020
"291","Illinois",597817,"F",NA,12500,"Widowed",TRUE,"Rented",FALSE,1,80,"missing",1.50026693401008,49293,0.253585701823788,0.00613150652498007,TRUE,"(65,Inf]",NA
"292","Illinois",277784,"F",NA,15800,"Divorced/Separated",TRUE,"Rented",FALSE,1,76,"missing",1.28821645979816,49293,0.320532327105269,0.0389921555761248,TRUE,"(65,Inf]",134800
"293","Illinois",589826,"F",TRUE,105000,"Never Married",TRUE,"Rented",FALSE,1,30,"employed",-1.15036399363889,49293,2.13011989531982,0.680815141880885,FALSE,"(25,65]",44600
"294","Illinois",1303929,"F",FALSE,43400,"Never Married",TRUE,"Rented",FALSE,1,126.737284407951,"not employed",3.9779327645309,49293,0.880449556732193,0.373421092983335,FALSE,"(65,Inf]",45000
"295","Illinois",316205,"F",FALSE,6900,"Married",TRUE,"Rented",FALSE,2,25,"not employed",-1.41542708640379,49293,0.139979307406731,0.680340359453112,TRUE,"[0,25]",16000
"296","Illinois",406984,"F",NA,10100,"Divorced/Separated",TRUE,"Rented",FALSE,1,71,"missing",1.02315336703327,49293,0.204897247073621,0.392739138565958,TRUE,"(65,Inf]",109170
"297","Illinois",583249,"F",TRUE,15000,"Never Married",TRUE,"Rented",FALSE,2,59,"employed",0.387001944397512,49293,0.304302842188546,0.574361312901601,TRUE,"(25,65]",NA
"298","Illinois",655940,"F",TRUE,35780,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"employed",0.54603980005645,49293,0.725863712900412,0.436104672960937,FALSE,"(25,65]",65000
"299","Illinois",1110560,"M",TRUE,12000,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE,3,20,"employed",-1.68049017916869,49293,0.243442273750837,0.436848862096667,TRUE,"[0,25]",82000
"300","Indiana",427431,"F",NA,7900,"Divorced/Separated",TRUE,"Rented",FALSE,0,45,"missing",-0.355174715344201,55534,0.142255195015666,0.855751291848719,TRUE,"(25,65]",30000
"301","Indiana",220205,"M",TRUE,96000,"Never Married",TRUE,"Rented",FALSE,1,38,"employed",-0.726263045215058,55534,1.72867072424101,0.033060037298128,FALSE,"(25,65]",95300
"302","Indiana",211424,"M",TRUE,110000,"Divorced/Separated",TRUE,"Rented",FALSE,1,50,"employed",-0.0901116225793037,55534,1.98076853819282,0.913873952813447,FALSE,"(25,65]",12000
"303","Indiana",1273216,"M",NA,0,"Married",FALSE,"Rented",FALSE,2,59,"missing",0.387001944397512,55534,0,0.43975146394223,TRUE,"(25,65]",80000
"304","Indiana",985415,"F",TRUE,39000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,55,"employed",0.174951470185594,55534,0.702272481722908,0.892379270633683,FALSE,"(25,65]",24700
"305","Indiana",559955,"M",NA,0,"Never Married",FALSE,NA,NA,NA,36,"missing",-0.832288282321016,55534,0,0.976987081812695,TRUE,"(25,65]",24000
"306","Indiana",693235,"M",TRUE,36200,"Married",TRUE,"Homeowner free and clear",FALSE,2,43,"employed",-0.46119995245016,55534,0.651852918932546,0.233499775407836,FALSE,"(25,65]",192000
"307","Indiana",821107,"F",TRUE,53900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,68,"employed",0.864115511374327,55534,0.970576583714481,0.077236577635631,FALSE,"(65,Inf]",NA
"308","Indiana",283521,"F",TRUE,172000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",0.174951470185594,55534,3.09720171426513,0.00963954511098564,FALSE,"(25,65]",NA
"309","Indiana",926808,"M",TRUE,17000,"Married",FALSE,"Rented",FALSE,2,42,"employed",-0.51421257100314,55534,0.306118774084345,0.889064216054976,TRUE,"(25,65]",40000
"310","Indiana",318348,"F",TRUE,40000,"Divorced/Separated",FALSE,"Homeowner with mortgage/loan",FALSE,4,55,"employed",0.174951470185594,55534,0.720279468433752,0.784470293438062,FALSE,"(25,65]",NA
"311","Indiana",124968,"F",TRUE,100000,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,56,"employed",0.227964088738573,55534,1.80069867108438,0.753998699132353,FALSE,"(25,65]",NA
"312","Indiana",980412,"F",NA,28800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"missing",0.54603980005645,55534,0.518601217272302,0.659534960286692,TRUE,"(25,65]",NA
"313","Indiana",1267710,"M",TRUE,68000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,42,"employed",-0.51421257100314,55534,1.22447509633738,0.83718699356541,FALSE,"(25,65]",NA
"314","Indiana",1065059,"F",FALSE,26600,"Never Married",FALSE,"Rented",FALSE,1,28,"not employed",-1.25638923074485,55534,0.478985846508445,0.731909821508452,TRUE,"(25,65]",NA
"315","Indiana",856222,"F",TRUE,70200,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,55,"employed",0.174951470185594,55534,1.26409046710124,0.492585594765842,FALSE,"(25,65]",9700
"316","Indiana",583093,"M",TRUE,16000,"Never Married",TRUE,"Rented",FALSE,2,48,"employed",-0.196136859685263,55534,0.288111787373501,0.423115214565769,TRUE,"(25,65]",1100
"317","Indiana",1044036,"F",TRUE,52000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,31,"employed",-1.09735137508591,55534,0.936363308963878,0.681706298375502,FALSE,"(25,65]",35000
"318","Indiana",1283783,"F",TRUE,40000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,63,"employed",0.59905241860943,55534,0.720279468433752,0.535026264609769,FALSE,"(25,65]",93500
"319","Indiana",776005,"F",TRUE,5500,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,48,"employed",-0.196136859685263,55534,0.0990384269096409,0.230377588653937,TRUE,"(25,65]",34000
"320","Indiana",1046317,"F",NA,19000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,1,89,"missing",1.9773805009869,55534,0.342132747506032,0.614493690198287,TRUE,"(65,Inf]",NA
"321","Indiana",210427,"M",NA,12600,"Married",TRUE,"Homeowner free and clear",FALSE,3,78,"missing",1.39424169690412,55534,0.226888032556632,0.499618922593072,TRUE,"(65,Inf]",NA
"322","Indiana",696895,"M",TRUE,30000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",-0.408187333897181,55534,0.540209601325314,0.682138372445479,FALSE,"(25,65]",43000
"323","Indiana",668199,"M",TRUE,160000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",-0.355174715344201,55534,2.88111787373501,0.012394254328683,FALSE,"(25,65]",48000
"324","Indiana",723040,"M",TRUE,120190,"Married",TRUE,"Homeowner free and clear",FALSE,2,54,"employed",0.121938851632614,55534,2.16425973277632,0.707297548418865,FALSE,"(25,65]",15800
"325","Indiana",1110962,"M",FALSE,3400,"Divorced/Separated",FALSE,"Rented",FALSE,0,58,"not employed",0.333989325844532,55534,0.0612237548168689,0.751321407733485,TRUE,"(25,65]",14900
"326","Indiana",847156,"M",TRUE,72000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,52,"employed",0.0159136145266553,55534,1.29650304318075,0.933210082817823,FALSE,"(25,65]",80
"327","Iowa",69062,"M",TRUE,120300,"Married",TRUE,"Homeowner free and clear",FALSE,4,59,"employed",0.387001944397512,47526,2.53124605479106,0.245794476009905,FALSE,"(25,65]",NA
"328","Iowa",464082,"F",NA,0,"Married",FALSE,"Rented",FALSE,2,26,"missing",-1.36241446785081,47526,0,0.681402389658615,TRUE,"(25,65]",170000
"329","Iowa",1000510,"M",TRUE,90000,"Married",FALSE,"Occupied with no rent",TRUE,3,41,"employed",-0.567225189556119,47526,1.89370029036738,0.120827531907707,FALSE,"(25,65]",15000
"330","Iowa",519446,"F",NA,19500,"Divorced/Separated",TRUE,"Rented",FALSE,0,70,"missing",0.970140748480286,47526,0.410301729579599,0.548829431179911,TRUE,"(65,Inf]",60000
"331","Iowa",979736,"M",TRUE,32000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,36,"employed",-0.832288282321016,47526,0.67331565879729,0.126761788036674,FALSE,"(25,65]",NA
"332","Iowa",1083939,"M",NA,0,"Married",TRUE,"Homeowner free and clear",FALSE,1,73,"missing",1.12917860413922,47526,0,0.340087236836553,TRUE,"(65,Inf]",NA
"333","Iowa",186475,"M",TRUE,27000,"Never Married",TRUE,"Rented",FALSE,2,29,"employed",-1.20337661219187,47526,0.568110087110213,0.0223856479860842,TRUE,"(25,65]",99670
"334","Iowa",1236675,"M",TRUE,40200,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,39,"employed",-0.673250426662078,47526,0.845852796364095,0.489365199580789,FALSE,"(25,65]",NA
"335","Iowa",345994,"M",TRUE,177000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,5,48,"employed",-0.196136859685263,47526,3.72427723772251,0.136544342385605,FALSE,"(25,65]",9600
"336","Kansas",536879,"M",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,53,"missing",0.0689262330796348,52781,0,0.710293030366302,TRUE,"(25,65]",NA
"337","Kansas",236880,"F",TRUE,6000,"Never Married",TRUE,"Rented",FALSE,1,39,"employed",-0.673250426662078,52781,0.113677270229818,0.0754588649142534,TRUE,"(25,65]",NA
"338","Kansas",964297,"M",TRUE,10000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,5,56,"employed",0.227964088738573,52781,0.189462117049696,0.792333454359323,TRUE,"(25,65]",90000
"339","Kansas",182146,"F",FALSE,40000,"Never Married",FALSE,"Rented",FALSE,1,35,"not employed",-0.885300900873996,52781,0.757848468198784,0.655680152354762,FALSE,"(25,65]",NA
"340","Kansas",1364327,"M",TRUE,30000,"Married",TRUE,"Rented",FALSE,2,40,"employed",-0.620237808109099,52781,0.568386351149088,0.396057487465441,FALSE,"(25,65]",0
"341","Kansas",685624,"M",TRUE,16000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",-0.355174715344201,52781,0.303139387279513,0.711808498715982,TRUE,"(25,65]",42600
"342","Kentucky",1239496,"M",TRUE,104000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,33,"employed",-0.991326137979955,48451,2.14649852428226,0.342695858329535,FALSE,"(25,65]",35000
"343","Kentucky",191536,"F",NA,19000,"Widowed",TRUE,"Rented",FALSE,0,82,"missing",1.60629217111604,48451,0.39214876885926,0.10079854936339,TRUE,"(65,Inf]",40000
"344","Kentucky",1264817,"F",TRUE,64000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,51,"employed",-0.0370990040263242,48451,1.32092216878909,0.0978135874029249,FALSE,"(25,65]",3000
"345","Kentucky",900377,"M",TRUE,70000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,47,"employed",-0.249149478238242,48451,1.44475862211306,0.857948255026713,FALSE,"(25,65]",NA
"346","Kentucky",1178989,"M",TRUE,44000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",0.333989325844532,48451,0.908133991042497,0.866176337003708,FALSE,"(25,65]",90000
"347","Kentucky",136206,"F",NA,3700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,56,"missing",0.227964088738573,48451,0.076365812883119,0.727316533215344,TRUE,"(25,65]",6400
"348","Kentucky",512594,"F",TRUE,30900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,36,"employed",-0.832288282321016,48451,0.637757734618481,0.986699274508283,FALSE,"(25,65]",50000
"349","Kentucky",755587,"M",TRUE,38080,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",0.174951470185594,48451,0.785948690429506,0.963491604663432,FALSE,"(25,65]",2000
"350","Kentucky",773461,"F",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,52,"employed",0.0159136145266553,48451,2.06394088873295,0.682608117815107,FALSE,"(25,65]",22000
"351","Kentucky",618500,"F",TRUE,8450,"Married",TRUE,"Rented",TRUE,3,64,"employed",0.652065037162409,48451,0.174403005097934,0.121073844144121,TRUE,"(25,65]",94700
"352","Kentucky",932143,"F",TRUE,50000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,52,"employed",0.0159136145266553,48451,1.03197044436647,0.978173220530152,FALSE,"(25,65]",NA
"353","Kentucky",213854,"M",NA,4000,"Never Married",TRUE,"Rented",FALSE,0,22,"missing",-1.57446494206273,48451,0.0825576355493179,0.0851031509228051,TRUE,"[0,25]",NA
"354","Kentucky",1198992,"M",NA,94600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,70,"missing",0.970140748480286,48451,1.95248808074137,0.967679827706888,FALSE,"(65,Inf]",NA
"355","Louisiana",47009,"F",TRUE,34300,"Married",TRUE,"Rented",FALSE,1,33,"employed",-0.991326137979955,43860,0.78203374373005,0.45564952865243,FALSE,"(25,65]",NA
"356","Louisiana",863276,"F",FALSE,19000,"Married",TRUE,"Rented",FALSE,1,46,"not employed",-0.302162096791222,43860,0.433196534427725,0.770691817393526,TRUE,"(25,65]",80000
"357","Louisiana",598008,"M",TRUE,388000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,51,"employed",-0.0370990040263242,43860,8.84632922936617,0.628550098510459,FALSE,"(25,65]",NA
"358","Louisiana",523769,"F",TRUE,42220,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,43,"employed",-0.46119995245016,43860,0.962608299133607,0.485215562861413,FALSE,"(25,65]",NA
"359","Louisiana",33828,"F",TRUE,24900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,49,"employed",-0.143124241132283,43860,0.567715458276334,0.966769490856677,TRUE,"(25,65]",48000
"360","Louisiana",705752,"F",TRUE,34300,"Widowed",TRUE,"Rented",FALSE,1,71,"employed",1.02315336703327,43860,0.78203374373005,0.140466212760657,FALSE,"(65,Inf]",95000
"361","Louisiana",902413,"M",TRUE,52000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",-0.355174715344201,43860,1.18559051527588,0.0778283344116062,FALSE,"(25,65]",NA
"362","Louisiana",1293509,"M",NA,10400,"Never Married",TRUE,"Rented",TRUE,0,34,"missing",-0.938313519426975,43860,0.237118103055176,0.631102889310569,TRUE,"(25,65]",NA
"363","Louisiana",17134,"M",TRUE,220000,"Married",TRUE,"Homeowner free and clear",TRUE,2,33,"employed",-0.991326137979955,43860,5.01595987232102,0.84990285965614,FALSE,"(25,65]",125000
"364","Louisiana",1120122,"M",NA,6000,"Never Married",TRUE,NA,NA,NA,80,"missing",1.50026693401008,43860,0.136798905608755,0.444444545544684,TRUE,"(65,Inf]",90000
"365","Louisiana",1258309,"M",TRUE,22000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,52,"employed",0.0159136145266553,43860,0.501595987232102,0.0258800003211945,TRUE,"(25,65]",70000
"366","Louisiana",712409,"M",TRUE,35000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,41,"employed",-0.567225189556119,43860,0.797993616051072,0.972696157405153,FALSE,"(25,65]",71000
"367","Louisiana",1377197,"M",NA,50000,"Married",TRUE,"Rented",TRUE,2,38,"missing",-0.726263045215058,43860,1.13999088007296,0.516889294376597,FALSE,"(25,65]",16000
"368","Louisiana",186808,"F",NA,33600,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,4,61,"missing",0.493027181503471,43860,0.766073871409029,0.159600029233843,FALSE,"(25,65]",17300
"369","Louisiana",846713,"M",NA,250,"Never Married",TRUE,NA,NA,NA,45,"missing",-0.355174715344201,43860,0.0056999544003648,0.0760463764891028,TRUE,"(25,65]",26400
"370","Louisiana",1377390,"M",TRUE,63450,"Married",TRUE,"Homeowner free and clear",FALSE,3,69,"employed",0.917128129927307,43860,1.44664842681259,0.117562333354726,FALSE,"(65,Inf]",130100
"371","Louisiana",151678,"M",NA,0,"Never Married",FALSE,NA,NA,NA,34,"missing",-0.938313519426975,43860,0,0.210170685779303,TRUE,"(25,65]",NA
"372","Maine",1379307,"M",NA,0,"Never Married",FALSE,NA,NA,NA,23,"missing",-1.52145232350975,44484,0,0.910847523715347,TRUE,"[0,25]",NA
"373","Maine",799074,"F",NA,56500,"Married",TRUE,"Homeowner free and clear",FALSE,3,74,"missing",1.1821912226922,44484,1.27011959356173,0.809462815057486,FALSE,"(65,Inf]",30000
"374","Maine",1150024,"M",TRUE,36000,"Married",TRUE,"Rented",FALSE,2,37,"employed",-0.779275663768037,44484,0.809279741030483,0.99412153987214,FALSE,"(25,65]",NA
"375","Maine",971703,"M",FALSE,-8700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,60,"not employed",0.440014562950491,44484,-0.1955759374157,0.633898894302547,TRUE,"(25,65]",30900
"376","Maine",542384,"F",NA,0,"Married",FALSE,"Rented",FALSE,2,57,"missing",0.280976707291553,44484,0,0.405964106554165,TRUE,"(25,65]",48000
"377","Maine",580304,"F",TRUE,32000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,52,"employed",0.0159136145266553,44484,0.719359769804874,0.342791036237031,FALSE,"(25,65]",141000
"378","Maine",1213106,"M",TRUE,60000,"Married",TRUE,"Homeowner free and clear",TRUE,2,38,"employed",-0.726263045215058,44484,1.34879956838414,0.632149898214266,FALSE,"(25,65]",NA
"379","Maine",924426,"M",TRUE,65000,"Divorced/Separated",TRUE,"Rented",TRUE,2,37,"employed",-0.779275663768037,44484,1.46119953241615,0.0229021685663611,FALSE,"(25,65]",NA
"380","Maine",1411860,"F",NA,5400,"Widowed",TRUE,NA,NA,NA,89,"missing",1.9773805009869,44484,0.121391961154572,0.233103130478412,TRUE,"(65,Inf]",148000
"381","Maine",361968,"M",FALSE,27200,"Divorced/Separated",TRUE,"Rented",FALSE,1,68,"not employed",0.864115511374327,44484,0.611455804334143,0.0883820231538266,TRUE,"(65,Inf]",NA
"382","Maryland",86711,"M",NA,47950,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,76,"missing",1.28821645979816,49572,0.967279916081659,0.434375666780397,FALSE,"(65,Inf]",49000
"383","Maryland",254969,"F",TRUE,42200,"Divorced/Separated",FALSE,"Rented",FALSE,1,57,"employed",0.280976707291553,49572,0.851287016864359,0.474691207753494,FALSE,"(25,65]",180000
"384","Maryland",909002,"F",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,31,"missing",-1.09735137508591,49572,0,0.80176650476642,TRUE,"(25,65]",42220
"385","Maryland",1364927,"M",TRUE,160000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,59,"employed",0.387001944397512,49572,3.22762849995965,0.622060225112364,FALSE,"(25,65]",90000
"386","Maryland",174248,"M",NA,29300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,68,"missing",0.864115511374327,49572,0.591059469055112,0.0909767937846482,TRUE,"(65,Inf]",NA
"387","Maryland",175033,"M",NA,269000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,47,"missing",-0.249149478238242,49572,5.42645041555717,0.104691549669951,FALSE,"(25,65]",93300
"388","Maryland",706135,"M",TRUE,120000,"Married",TRUE,"Homeowner free and clear",FALSE,2,41,"employed",-0.567225189556119,49572,2.42072137496974,0.202828760957345,FALSE,"(25,65]",NA
"389","Maryland",332292,"M",TRUE,61000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,28,"employed",-1.25638923074485,49572,1.23053336560962,0.575031446991488,FALSE,"(25,65]",62000
"390","Maryland",1031701,"M",TRUE,45100,"Never Married",TRUE,"Rented",FALSE,1,44,"employed",-0.408187333897181,49572,0.909787783426128,0.100815651239827,FALSE,"(25,65]",39000
"391","Maryland",1114096,"M",TRUE,33500,"Married",TRUE,"Rented",FALSE,1,46,"employed",-0.302162096791222,49572,0.675784717179053,0.15344602894038,FALSE,"(25,65]",NA
"392","Maryland",1010216,"F",TRUE,14800,"Never Married",TRUE,"Rented",FALSE,6,28,"employed",-1.25638923074485,49572,0.298555636246268,0.258164249127731,TRUE,"(25,65]",399900
